intent,text
BookFlight,i would like to book a flight to Paris.
BookFlight,"no, i want to fly to Seattle, not to Toronto."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Toronto.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to London.
ChangeFlight,change my flight from London to Toronto
ChangeFlight,i need to change my flight from London to Los Angeles
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does Ab9164 depart?
GetEntities,Linda Ebner
GetEntities,my name is Paul Coskun
GetEntities,i am Lisa Inhestern
GetEntities,my firstname is Theo
GetEntities,my lastname is Delaunay
GetEntities,It's Kistner
GetEntities,it is Peter
GetEntities,Tom Müller.
GetEntities,my name is Peter Ebner.
GetEntities,i am Margret Inhestern.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Inhestern.
GetEntities,It's Rasztawicki.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Paris.
BookFlight,"no, i want to fly to New York, not to Los Angeles."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Paris
CancelFlight,cancel flight to Toronto
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Berlin to New York
ChangeFlight,i need to change my flight from New York to Tokyo
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Toronto, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AB1234
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does CP9919223 depart?
GetEntities,Mary Delaunay
GetEntities,my name is Peter Müller
GetEntities,i am Margret Maier
GetEntities,my firstname is Theo
GetEntities,my lastname is Coskun
GetEntities,It's Kistner
GetEntities,it is Peter
GetEntities,Lisa Delaunay.
GetEntities,my name is Theo Maier.
GetEntities,i am Margret Reichenbach.
GetEntities,my firstname is Paul.
GetEntities,my lastname is Inhestern.
GetEntities,It's Maier.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to Paris on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to Toronto, not to New York."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Seattle
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to Tel Aviv
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to Toronto
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Toronto to Seattle
ChangeFlight,i need to change my flight from Tel Aviv to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH1346 depart?
GetEntities,Theo Mahoney
GetEntities,my name is Maria Mahoney
GetEntities,i am Lisa Coskun
GetEntities,my firstname is Tom
GetEntities,my lastname is Ebner
GetEntities,It's Müller
GetEntities,it is Maria
GetEntities,Maria Kistner.
GetEntities,my name is Tom Ebner.
GetEntities,i am Mary Rasztawicki.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Maier.
GetEntities,It's Delaunay.
GetEntities,it is Peter.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to New York please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Tel Aviv
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Paris, not to Tel Aviv."
BookSeat,book a seat as close as possible to the galley on my flight to New York
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to London
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Toronto to Berlin
ChangeFlight,i need to change my flight from London to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tokyo, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH1346
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AA1834556 depart?
GetEntities,Maria Delaunay
GetEntities,my name is Paul Delaunay
GetEntities,i am Theo Delaunay
GetEntities,my firstname is Tom
GetEntities,my lastname is Mahoney
GetEntities,It's Delaunay
GetEntities,it is Margret
GetEntities,Theo Mahoney.
GetEntities,my name is Lisa Kistner.
GetEntities,i am Tom Kistner.
GetEntities,my firstname is Linda.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Ebner.
GetEntities,it is Margret.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Berlin please
BookFlight,could you book a flight to Tel Aviv on 2nd of april for me?
BookFlight,i want a flight to Tokyo
BookFlight,i would like to book a flight to Seattle.
BookFlight,"no, i want to fly to New York, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to New York
CancelFlight,cancel flight to Toronto
CancelFlight,cancellation of flight to Paris.
CancelFlight,i need to cancel my flight to Toronto
CancelFlight,i want to cancel my journey to New York.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from London to New York
ChangeFlight,i need to change my flight from Toronto to New York
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tel Aviv, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH7721
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does AB1234 depart?
GetEntities,Linda Maier
GetEntities,my name is Maria Maier
GetEntities,i am Lisa Maier
GetEntities,my firstname is Peter
GetEntities,my lastname is Kistner
GetEntities,It's Inhestern
GetEntities,it is Margret
GetEntities,Tom Delaunay.
GetEntities,my name is Tom Delaunay.
GetEntities,i am Lisa Ebner.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Maier.
GetEntities,It's Kistner.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Tel Aviv
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Berlin, not to Los Angeles."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to London
CancelFlight,cancellation of flight to London.
CancelFlight,i need to cancel my flight to London
CancelFlight,i want to cancel my journey to Toronto.
CancelFlight,please cancel my flight to Los Angeles
ChangeFlight,change flight to London.
ChangeFlight,change my flight from London to Toronto
ChangeFlight,i need to change my flight from London to Paris
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight CP9919223
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does Ab9164 depart?
GetEntities,Linda Kistner
GetEntities,my name is Lisa Mahoney
GetEntities,i am Lisa Reichenbach
GetEntities,my firstname is Lisa
GetEntities,my lastname is Inhestern
GetEntities,It's Kistner
GetEntities,it is Theo
GetEntities,Theo Rasztawicki.
GetEntities,my name is Paul Müller.
GetEntities,i am Theo Delaunay.
GetEntities,my firstname is Paul.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Müller.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Tokyo, not to New York."
BookSeat,book a seat as close as possible to the galley on my flight to Tel Aviv
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Paris
CancelFlight,cancel flight to London
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Los Angeles.
CancelFlight,please cancel my flight to New York
ChangeFlight,change flight to Tokyo.
ChangeFlight,change my flight from Toronto to Tokyo
ChangeFlight,i need to change my flight from Tel Aviv to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight CP9919223
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH7721 depart?
GetEntities,Lisa Inhestern
GetEntities,my name is Lisa Maier
GetEntities,i am Peter Müller
